fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.2,1.18,0.25,1.8,0.081,11.0,65.0,0.99632,3.31,0.55,9.5,2
8.5,0.6,0.22,2.3,0.081,21.0,119.0,0.9968,3.27,0.56,9.3,2
7.4,0.59,0.26,2.0,0.0819999999999999,31.0,92.0,0.99694,3.52,0.49,9.7,3
13.5,0.35,0.49,1.6,0.084,14.0,35.0,0.9981,3.04,0.66,9.4,1
10.3,0.31,0.59,2.8,0.092,6.0,21.0,0.9994,3.19,0.61,13.4,3
7.8,0.5,0.19,3.9,0.084,10.0,35.0,0.99688,3.26,0.71,9.8,2
7.2,0.735,0.02,1.9,0.086,29.0,90.0,0.9971,3.38,0.5,9.1,2
8.1,0.28,0.49,2.3,0.095,18.0,95.0,0.9962,3.31,0.6,9.4,4
7.8,0.545,0.12,5.2,0.096,11.0,25.0,0.99577,3.36,0.69,10.55,2
13.3,0.615,0.6,2.8,0.083,6.0,62.0,1.0022,3.0,0.74,10.0,2
8.2,0.82,0.03,1.8,0.078,18.0,38.0,0.9973,3.27,0.57,9.5,2
7.9,0.655,0.14,2.5,0.0559999999999999,3.0,8.0,0.99362,3.35,0.59,12.1,4
9.5,0.39,0.31,2.8,0.094,21.0,51.0,0.99782,3.27,0.55,9.5,2
8.0,0.47,0.3,1.6,0.067,20.0,110.0,0.999,3.2,1.17,9.4,2
7.1,0.43,0.41,3.3,0.052,14.0,25.0,0.99458,3.44,0.71,11.5,3
7.0,0.26,0.35,2.0,0.073,9.0,92.0,0.99613,3.42,0.71,10.0,4
7.6,0.78,0.26,4.5,0.084,24.0,58.0,0.9972,3.27,0.54,9.1,1
7.4,0.56,0.0,2.0,0.0919999999999999,29.0,60.0,0.99619,3.43,0.6,10.5,3
8.9,0.28,0.33,2.6,0.0579999999999999,15.0,29.0,0.99528,3.12,0.57,10.8,2
6.8,0.3,0.42,2.0,0.071,24.0,64.0,0.9948,3.55,0.77,12.9,4
10.9,0.62,0.38,1.8,0.088,52.0,74.0,0.99708,3.15,0.52,9.5,2
5.1,0.84,0.0,2.3,0.0579999999999999,17.0,43.0,0.99258,3.18,0.68,12.8,4
8.2,0.43,0.22,2.3,0.0819999999999999,36.0,90.0,0.9982,3.39,0.52,10.0,2
8.6,0.38,0.3,1.5,0.084,11.0,119.0,0.9965,3.2,1.12,9.4,2
8.4,0.35,0.57,2.3,0.074,6.0,15.0,0.99566,3.25,0.53,9.3,2
9.9,0.6,0.49,2.7,0.086,23.0,143.0,0.9976,3.03,0.57,9.4,2
7.7,0.78,0.1,2.2,0.1,13.0,27.0,0.99628,3.1,0.49,11.2,2
7.0,0.43,0.16,2.2,0.064,26.0,48.0,0.9952,3.44,0.59,11.7,3
8.2,0.31,0.24,2.2,0.064,25.0,52.0,0.99408,3.43,0.77,12.7,4
6.7,0.43,0.24,5.6,0.05,19.0,37.0,0.9934,3.38,0.77,12.2,4
7.6,0.57,0.24,1.7,0.079,16.0,65.0,0.99578,3.15,0.47,9.5,2
8.8,0.4,0.53,2.2,0.105,7.0,20.0,0.995,3.21,0.57,11.066666666666698,3
8.0,0.46,0.23,2.1,0.081,23.0,49.0,0.99636,3.37,0.75,10.7,3
6.0,0.76,0.0,2.1,0.084,19.0,43.0,0.99508,3.52,0.5,9.4,1
8.0,0.48,0.24,1.6,0.067,16.0,20.0,0.99672,3.3,0.87,10.4,3
9.1,0.4,0.53,1.6,0.077,5.0,28.0,0.9974,3.26,1.13,9.1,1
8.2,0.35,0.32,2.2,0.073,30.0,69.0,0.99242,3.3,0.73,12.6,3
5.6,0.65,0.0,1.8,0.07,18.0,38.0,0.99157,3.68,0.53,9.8,3
7.5,0.42,0.57,2.0,0.077,10.0,21.0,0.9968,3.21,0.68,10.0,3
7.0,0.66,0.0,2.5,0.048,9.0,25.0,0.9968,3.36,0.52,9.8,3
9.9,0.49,0.49,2.0,0.084,32.0,141.0,0.9976,3.21,0.54,9.6,2
9.9,0.67,0.21,2.6,0.071,6.0,27.0,0.9982,3.15,0.47,11.9,2
8.9,0.46,0.45,3.2,0.074,7.0,16.0,0.99914,3.29,0.71,11.7,4
7.6,0.62,0.01,2.1,0.091,28.0,42.0,0.99504,3.38,0.51,11.8,2
6.6,0.58,0.06,1.7,0.062,16.0,46.0,0.9958,3.38,0.54,10.5,3
8.9,0.32,0.55,2.2,0.099,6.0,14.0,0.99562,3.36,0.85,11.1,5
7.3,0.39,0.3,1.7,0.081,20.0,84.0,0.99538,3.48,0.48,10.4,2
6.5,0.66,0.0,1.9,0.0579999999999999,24.0,58.0,0.9958,2.94,0.6,9.2,3
7.7,0.56,0.05,1.8,0.07,7.0,16.0,0.99546,3.0,1.17,10.1,4
6.7,0.39,0.31,2.0,0.0559999999999999,20.0,49.0,0.99472,3.38,0.81,12.5,3
8.0,0.48,0.11,1.9,0.091,36.0,48.0,0.99782,3.32,0.66,9.6,3
8.1,0.55,0.03,1.7,0.081,12.0,86.0,0.9972,3.2,0.43,9.0,2
10.2,0.49,0.37,5.8,0.214,7.0,32.0,1.001,3.16,0.62,11.8,3
7.7,0.43,0.42,2.0,0.074,24.0,44.0,0.9962,3.21,0.66,11.0,3
7.0,0.735,0.02,2.6,0.084,20.0,47.0,0.9988,3.47,0.6,9.4,3
7.3,0.935,0.0,1.9,0.068,24.0,66.0,0.99603,3.4,0.54,9.8,2
8.1,0.37,0.49,1.6,0.07,7.0,24.0,0.9972,3.26,1.13,9.3,2
7.0,0.39,0.32,3.8,0.08,4.0,9.0,0.99642,3.39,0.67,9.4,2
12.6,0.34,0.53,2.5,0.0819999999999999,6.0,22.0,0.9988,3.3,0.66,10.6,4
7.1,0.66,0.0,2.3,0.0969999999999999,26.0,52.0,0.9976,3.44,0.54,9.4,2
8.3,0.96,0.0,2.1,0.086,6.0,19.0,0.9978,3.39,0.52,9.4,2
6.8,0.715,0.03,1.8,0.057,13.0,28.0,0.99528,3.36,0.44,11.8,5
9.6,0.3,0.39,2.5,0.093,15.0,38.0,0.9981,3.28,0.87,9.5,3
7.0,0.66,0.0,2.0,0.071,33.0,44.0,0.99494,3.38,0.8,10.9,3
7.9,0.27,0.27,2.2,0.104,17.0,43.0,0.99716,3.52,0.73,10.1,2
6.0,0.3,0.43,1.7,0.069,26.0,60.0,0.9958,3.36,0.83,9.4,1
6.9,0.64,0.23,2.1,0.073,32.0,46.0,0.9963,3.35,0.64,10.1,3
8.7,0.36,0.23,2.3,0.071,20.0,136.0,0.9976,3.16,0.49,9.8,2
11.9,0.4,0.49,3.0,0.095,6.0,22.0,1.0026,3.16,0.49,9.3,2
8.9,0.4,0.45,2.2,0.044,6.0,21.0,0.99388,3.48,0.69,13.2,2
7.7,0.6,0.0,1.7,0.089,16.0,30.0,0.99538,3.36,0.44,10.0,4
7.4,0.51,0.01,2.3,0.0579999999999999,34.0,66.0,0.99516,3.32,0.56,11.7,2
7.0,0.44,0.24,1.8,0.083,31.0,131.0,0.9969,3.47,0.57,9.4,2
7.5,0.56,0.03,2.6,0.077,28.0,109.0,0.9966,3.35,0.61,9.8,2
7.7,0.6,0.28,1.9,0.077,17.0,119.0,0.99628,3.26,0.49,9.9,3
8.4,0.39,0.54,2.5,0.091,14.0,81.0,0.999,3.17,0.69,9.6,0
6.1,0.58,0.02,2.1,0.074,6.0,13.0,0.99538,3.58,0.66,11.2,2
10.4,0.28,0.48,5.5,0.093,6.0,17.0,0.99738,3.26,0.87,11.9,4
7.5,0.6,0.26,1.9,0.063,16.0,86.0,0.99613,3.26,0.53,9.8,2
8.1,0.61,0.3,2.2,0.084,33.0,85.0,0.99752,3.28,0.61,9.4,3
9.4,0.56,0.25,2.0,0.088,29.0,58.0,0.9982,3.14,0.86,9.7,3
7.8,0.53,0.06,2.1,0.114,6.0,15.0,0.9964,3.27,0.59,9.8,4
11.9,0.38,0.49,1.4,0.095,7.0,28.0,0.9982,3.11,0.82,9.5,3
7.6,0.66,0.03,1.6,0.078,15.0,48.0,0.99586,3.33,0.47,10.0,3
6.2,0.59,0.0,1.8,0.055,6.0,12.0,0.9958,3.45,0.54,11.0,2
7.2,0.66,0.03,3.0,0.083,5.0,15.0,0.99761,3.38,0.48,10.0,3
9.8,0.6,0.28,2.4,0.076,33.0,79.0,0.99748,3.28,0.53,9.8,2
6.8,0.6,0.14,1.9,0.086,19.0,35.0,0.99522,3.51,0.57,9.1,3
10.3,0.47,0.47,2.1,0.085,24.0,64.0,0.99965,3.18,0.93,11.0,3
6.9,0.4,0.27,2.1,0.0559999999999999,6.0,13.0,0.99672,3.26,0.6,11.3,3
8.8,0.39,0.6,2.0,0.0819999999999999,9.0,22.0,0.99622,3.4,0.59,10.7,3
8.5,0.52,0.08,2.9,0.076,31.0,58.0,1.0002,3.48,0.72,10.9,3
5.1,0.53,0.04,1.7,0.044,4.0,12.0,0.99385,3.67,0.69,10.1,3
7.1,1.035,0.15,2.0,0.074,13.0,29.0,0.99438,3.29,0.48,11.7,3
11.9,0.39,0.6,3.0,0.095,16.0,39.0,1.0004,3.16,0.68,11.0,4
9.3,0.69,0.28,1.4,0.085,13.0,47.0,0.99652,3.34,0.48,9.7,3
9.9,0.5,0.21,2.1,0.07,13.0,31.0,0.99444,3.34,0.85,12.9,4
7.5,0.6,0.26,2.1,0.079,31.0,131.0,0.99612,3.27,0.62,10.0,3
8.3,0.745,0.11,2.1,0.111,10.0,22.0,0.99668,3.19,0.5,9.5,2
6.0,0.96,0.0,1.6,0.072,16.0,44.0,0.9956,3.58,0.56,9.4,2
7.9,0.74,0.05,1.7,0.062,34.0,61.0,0.9963,3.5,1.26,9.2,2
11.7,0.27,0.54,2.6,0.095,6.0,14.0,0.9984,3.17,0.53,9.7,2
7.7,0.32,0.32,2.8,0.079,51.0,77.0,0.99388,3.36,0.77,12.5,4
8.7,0.57,0.26,2.6,0.094,24.0,147.0,0.9994,3.21,0.57,9.9,3
7.4,0.43,0.2,5.1,0.095,3.0,10.0,0.9971,3.25,0.72,9.2,2
8.2,0.64,0.26,2.7,0.087,9.0,106.0,0.9972,3.26,0.59,9.3,2
9.9,0.615,0.24,5.15,0.098,4.0,11.0,0.9966,3.29,0.67,9.5,2
8.9,0.47,0.49,2.7,0.055,5.0,11.0,0.99182,3.39,0.62,11.8,3
7.3,0.31,0.36,2.6,0.054,6.0,15.0,0.99565,3.32,0.81,11.0,3
7.2,0.63,0.28,2.6,0.093,17.0,88.0,0.99736,3.3,0.53,9.5,2
7.8,0.53,0.09,2.5,0.123,12.0,19.0,0.99568,3.52,0.69,10.4,3
10.0,0.39,0.47,2.2,0.109,17.0,43.0,0.9994,3.1,0.7,9.1,3
7.3,0.56,0.14,1.9,0.077,12.0,19.0,0.9972,3.41,0.62,9.0,2
8.1,0.51,0.0,1.7,0.123,6.0,12.0,0.99624,3.32,0.74,11.0,4
9.4,0.28,0.49,2.5,0.104,5.0,14.0,0.998,3.14,0.57,10.7,3
10.1,0.28,0.55,2.0,0.092,15.0,53.0,0.9994,3.19,0.62,10.0,3
8.2,0.6,0.22,2.0,0.084,17.0,104.0,0.9976,3.28,0.54,9.4,2
7.1,0.725,0.0,2.1,0.066,6.0,15.0,0.99162,3.38,0.39,11.9,3
7.5,0.62,0.2,3.3,0.075,35.0,122.0,0.9978,3.21,0.52,9.2,2
9.3,0.29,0.6,2.4,0.068,25.0,48.0,0.99914,3.27,0.87,11.4,5
9.1,0.31,0.28,3.4,0.077,29.0,88.0,0.99788,3.31,0.62,9.6,2
5.7,0.685,0.11,2.0,0.093,6.0,32.0,0.99668,3.3,0.65,9.8,2
5.6,0.41,0.0,2.1,0.065,7.0,16.0,0.99252,3.54,0.76,12.5,3
6.8,0.61,0.2,1.8,0.078,36.0,46.0,0.99498,3.39,0.63,10.3,4
10.6,0.39,0.49,2.1,0.09,13.0,54.0,0.9994,3.16,0.61,9.4,2
9.8,0.5,0.58,2.0,0.0819999999999999,27.0,67.0,0.9988,3.03,0.56,9.4,2
11.1,0.38,0.66,2.0,0.08,5.0,13.0,0.99652,3.1,0.68,11.5,3
6.0,0.675,0.22,2.1,0.076,17.0,38.0,0.99636,3.53,0.58,10.7,2
10.0,0.56,0.24,2.1,0.102,5.0,13.0,0.9994,3.25,0.68,10.4,4
8.3,0.31,0.41,2.5,0.08,13.0,56.0,0.9984,3.17,0.61,10.3,2
6.4,0.64,0.0,2.0,0.096,7.0,16.0,0.99712,3.61,0.52,11.6,3
7.0,0.735,0.01,2.3,0.08,34.0,68.0,0.99492,3.39,0.56,10.0,3
7.9,0.57,0.02,3.0,0.076,8.0,19.0,0.9964,3.36,0.54,9.8,2
9.9,0.6,0.49,2.0,0.091,40.0,64.0,0.99578,3.3,0.61,12.0,4
8.7,0.44,0.4,2.2,0.094,6.0,14.0,0.998,3.31,0.93,9.5,3
8.8,0.31,0.37,2.2,0.079,19.0,49.0,0.99732,3.41,0.79,9.6,4
9.9,0.43,0.49,5.2,0.084,3.0,23.0,1.0021,3.3,0.61,12.0,2
9.5,0.44,0.38,2.2,0.038,6.0,20.0,0.99914,3.15,0.85,11.8,3
6.4,0.695,0.0,1.8,0.0559999999999999,4.0,10.0,0.99536,3.51,0.56,11.9,3
8.9,0.935,0.25,2.1,0.077,23.0,104.0,0.99621,3.3,0.62,9.2,2
6.2,0.66,0.2,2.1,0.071,10.0,24.0,0.99588,3.39,0.59,11.4,2
9.7,0.42,0.57,1.7,0.08,17.0,86.0,0.99652,3.29,0.67,9.4,2
8.3,0.63,0.26,1.9,0.089,25.0,54.0,0.99622,3.26,0.57,9.8,2
8.9,0.37,0.45,2.0,0.118,6.0,15.0,0.99738,3.37,0.64,11.0,3
7.9,0.51,0.18,1.5,0.079,3.0,7.0,0.9948,3.4,0.64,10.2,2
12.3,0.38,0.49,4.8,0.091,17.0,38.0,1.0014,3.16,0.69,11.0,4
9.6,0.39,0.27,2.9,0.092,27.0,85.0,0.99854,3.18,0.57,9.5,2
7.5,0.42,0.32,1.9,0.081,39.0,85.0,0.99728,3.35,0.64,9.0,2
6.1,0.49,0.08,2.1,0.076,16.0,28.0,0.9955,3.2,0.6,10.0,3
10.2,0.33,0.45,1.9,0.0579999999999999,10.0,22.0,0.9976,3.16,0.62,9.5,2
7.7,0.6,0.26,1.9,0.076,31.0,68.0,0.996,3.2,0.53,9.6,2
7.0,0.885,0.0,2.2,0.08,17.0,91.0,0.9982,3.53,0.53,9.5,2
9.1,0.42,0.41,2.5,0.091,26.0,52.0,0.999,3.2,0.74,10.3,3
7.0,0.32,0.37,2.4,0.064,4.0,8.0,0.99584,3.34,0.72,11.3,4
10.4,0.45,0.49,2.0,0.091,27.0,67.0,0.9972,3.28,0.67,11.066666666666698,4
6.0,0.43,0.0,2.2,0.052,11.0,50.0,0.995,3.36,0.54,12.4,3
10.1,0.35,0.53,2.1,0.071,11.0,18.0,0.99534,3.2,0.77,12.2,3
5.6,0.725,0.04,2.15,0.086,7.0,31.0,0.9962,3.78,0.6,9.7,2
6.8,0.64,0.07,2.2,0.076,28.0,139.0,0.9973,3.51,0.53,9.7,2
8.0,0.9,0.0,1.9,0.091,4.0,10.0,0.99704,3.3,0.65,9.1,2
8.3,0.57,0.2,3.3,0.093,17.0,113.0,0.99815,3.26,0.49,9.5,2
7.6,0.38,0.45,2.0,0.044,5.0,19.0,0.9934,3.2,0.56,12.3,2
13.4,0.39,0.5,2.0,0.0819999999999999,6.0,19.0,1.0002,2.74,0.51,9.2,3
8.0,0.38,0.51,1.8,0.077,4.0,12.0,0.99416,3.3,1.06,11.3,2
8.7,0.52,0.24,2.9,0.085,9.0,47.0,0.9994,3.02,0.59,9.7,2
7.0,0.52,0.1,2.1,0.073,17.0,42.0,0.99538,3.48,0.85,11.2,4
7.6,0.6,0.26,2.7,0.0819999999999999,23.0,94.0,0.9977,3.33,0.52,9.7,2
5.3,0.33,0.32,1.8,0.042,18.0,96.0,0.9934,3.36,0.5,9.2,2
9.8,0.59,0.23,3.4,0.214,40.0,64.0,0.99738,3.21,0.6,9.4,2
10.1,0.41,0.53,2.1,0.1939999999999999,10.0,21.0,0.99736,3.26,0.71,12.6,4
7.6,0.7,0.06,2.3,0.08,29.0,67.0,0.99628,3.33,0.52,9.8,2
9.2,0.49,0.49,2.5,0.0969999999999999,23.0,147.0,0.9988,3.22,0.57,9.3,2
8.9,0.24,0.32,1.7,0.054,5.0,22.0,0.9961,3.34,0.44,10.7,4
6.2,0.56,0.0,2.8,0.07,30.0,54.0,0.99659,3.51,0.76,10.2,4
10.4,0.4,0.67,2.0,0.078,6.0,12.0,0.9968,3.15,0.53,9.8,3
6.2,0.63,0.08,2.7,0.076,10.0,25.0,0.99628,3.56,0.49,10.6,3
10.4,0.39,0.63,2.0,0.092,6.0,22.0,0.9976,3.17,0.63,11.4,3
6.1,0.84,0.1,1.3,0.077,6.0,28.0,0.9966,3.59,0.57,10.4,2
7.9,0.53,0.06,2.6,0.076,32.0,54.0,0.99618,3.33,0.83,10.9,4
8.6,0.42,0.3,3.4,0.077,42.0,60.0,0.9977,3.2,0.7,10.3,2
6.7,0.52,0.08,2.4,0.0819999999999999,19.0,58.0,0.9964,3.36,0.82,10.4,4
7.9,0.87,0.0,2.4,0.077,8.0,32.0,0.99656,3.47,0.54,9.8,2
6.5,0.6,0.08,2.1,0.063,16.0,26.0,0.99538,3.44,0.68,10.2,0
8.0,0.635,0.1,3.0,0.096,15.0,39.0,0.99656,3.27,0.5,9.4,2
8.3,0.36,0.3,1.9,0.078,32.0,44.0,0.99494,3.38,0.82,11.0,3
12.6,0.31,0.49,2.0,0.098,11.0,42.0,1.0002,3.3,0.53,9.5,2
6.4,0.43,0.24,1.7,0.07,6.0,15.0,0.9956,3.39,0.64,10.9,2
6.4,0.69,0.57,1.8,0.1169999999999999,5.0,10.0,0.99459,3.24,0.54,9.6,2
12.4,0.6,0.49,2.6,0.075,19.0,42.0,0.9976,3.14,0.57,10.9,3
8.7,0.785,0.16,2.3,0.084,19.0,77.0,0.9971,3.34,0.52,9.6,2
8.4,0.43,0.3,2.6,0.06,11.0,50.0,0.9959,3.2,0.59,10.5,3
8.9,0.31,0.54,3.4,0.077,8.0,17.0,0.99344,3.32,0.77,12.0,4
7.9,0.3,0.4,2.8,0.067,15.0,21.0,0.99467,3.27,0.68,12.9,3
6.2,0.41,0.14,2.2,0.067,11.0,21.0,0.99462,3.54,0.62,11.8,3
9.4,0.34,0.48,3.4,0.0819999999999999,31.0,54.0,0.9987,3.23,0.52,9.2,2
8.6,0.58,0.25,2.0,0.086,31.0,134.0,0.9976,3.17,0.58,9.4,2
9.2,0.43,0.32,2.1,0.062,6.0,14.0,0.99476,3.28,0.76,11.5,3
9.6,0.87,0.24,2.3,0.078,6.0,31.0,0.99656,3.25,0.5,9.7,2
11.4,0.5,0.53,2.6,0.068,15.0,27.0,0.9934,3.17,0.85,12.0,4
8.7,0.635,0.37,2.8,0.1,12.0,45.0,0.9973,3.24,0.77,10.1,3
7.6,0.66,0.06,2.6,0.085,27.0,63.0,0.99739,3.37,0.56,9.9,3
12.6,0.6,0.49,2.7,0.1,6.0,21.0,0.9994,3.1,0.61,9.9,2
6.2,0.56,0.04,2.1,0.079,8.0,15.0,0.99855,3.52,0.71,10.5,3
7.7,0.67,0.19,2.8,0.083,22.0,54.0,0.99736,3.19,0.68,9.5,0
6.4,0.56,0.08,6.55,0.08,19.0,58.0,0.9974,3.47,0.82,10.7,5
7.0,0.735,0.08,2.4,0.064,18.0,42.0,0.9964,3.42,0.57,10.6,3
9.0,0.3,0.36,1.8,0.054,6.0,16.0,0.99739,3.43,0.62,10.9,2
6.4,0.73,0.02,4.1,0.076,7.0,12.0,0.99508,3.51,0.52,11.4,3
8.8,0.55,0.13,2.5,0.074,21.0,37.0,0.9987,3.44,0.89,10.5,4
6.4,0.62,0.14,1.8,0.078,32.0,44.0,0.99574,3.59,0.61,10.5,2
11.5,0.67,0.59,2.8,0.093,6.0,15.0,0.9986,3.36,0.62,10.4,3
9.2,0.41,0.32,2.1,0.092,19.0,66.0,0.99734,3.28,0.65,9.6,2
10.6,0.56,0.24,2.0,0.077,6.0,16.0,0.9971,3.15,0.42,9.8,2
9.8,0.64,0.22,1.6,0.081,10.0,41.0,0.9978,3.31,0.72,10.0,4
7.6,0.37,0.29,2.5,0.059,6.0,14.0,0.9958,3.16,0.52,9.6,2
7.8,0.34,0.43,2.0,0.063,40.0,54.0,0.9955,3.35,0.61,10.3,3
7.8,0.49,0.29,2.1,0.078,21.0,75.0,0.9978,3.26,0.59,9.4,2
10.6,0.31,0.43,3.4,0.088,16.0,31.0,0.9973,3.19,0.81,11.0,3
7.2,0.82,0.03,2.6,0.073,23.0,53.0,0.99656,3.51,0.62,9.8,3
7.0,0.49,0.26,2.9,0.09,31.0,68.0,0.99612,3.35,0.64,10.3,3
5.6,0.84,0.0,2.5,0.081,5.0,10.0,0.99258,3.25,0.59,12.4,3
9.4,0.33,0.3,5.6,0.069,10.0,37.0,0.99786,3.3,0.57,12.0,2
7.2,0.34,0.42,2.8,0.102,26.0,52.0,0.99633,3.32,0.52,10.4,2
8.3,0.7,0.24,2.2,0.1,5.0,15.0,0.9976,3.12,0.49,9.3,2
6.0,0.655,0.22,2.1,0.076,26.0,35.0,0.99489,3.36,0.62,10.3,3
10.2,0.22,0.24,2.4,0.095,6.0,22.0,0.9994,3.33,0.87,10.4,3
11.5,0.54,0.66,3.0,0.078,6.0,21.0,0.9997,3.08,0.62,9.2,2
8.0,1.0,0.0,2.0,0.09,3.0,14.0,0.99557,3.3,0.53,10.1,2
7.8,0.47,0.32,1.9,0.077,16.0,52.0,0.99552,3.38,0.65,9.2,2
6.8,0.66,0.08,2.0,0.1,18.0,77.0,0.99588,3.45,0.59,9.8,2
7.8,0.6,0.26,2.0,0.0819999999999999,68.0,124.0,0.99675,3.26,0.52,9.9,2
10.6,0.41,0.24,3.0,0.087,10.0,47.0,0.9986,3.35,0.81,10.8,5
10.0,0.37,0.49,4.1,0.072,8.0,26.0,0.9994,3.17,0.65,10.6,2
7.2,0.34,0.42,2.5,0.0819999999999999,12.0,90.0,0.99787,3.57,0.52,10.9,4
10.5,0.53,0.24,1.9,0.076,15.0,50.0,0.9978,3.18,0.61,9.3,2
7.6,0.75,0.01,2.8,0.079,23.0,44.0,0.99668,3.37,0.55,9.9,3
5.6,0.835,0.03,1.6,0.08,26.0,61.0,0.9927,3.48,0.54,12.3,5
7.9,0.54,0.23,1.7,0.086,28.0,139.0,0.9968,3.14,0.62,9.2,2
10.6,0.4,0.49,2.4,0.07,5.0,33.0,0.9988,3.17,0.44,9.4,3
8.0,0.685,0.25,2.3,0.1169999999999999,17.0,61.0,0.99688,3.28,0.66,10.5,3
9.2,0.24,0.56,1.7,0.077,6.0,20.0,0.9979,3.07,0.56,9.4,3
10.6,0.63,0.24,2.4,0.1,6.0,23.0,0.9974,3.07,0.63,10.2,3
12.0,0.37,0.66,2.0,0.095,5.0,20.0,0.9986,3.05,0.77,10.8,4
8.3,0.22,0.49,1.9,0.076,5.0,17.0,0.9974,3.25,0.53,9.1,2
7.2,0.52,0.3,2.2,0.062,5.0,14.0,0.99492,3.42,0.89,12.5,4
7.5,0.66,0.0,2.0,0.065,4.0,11.0,0.99437,3.34,0.54,11.5,3
6.7,0.31,0.24,1.9,0.115,6.0,14.0,0.99656,3.41,0.87,10.4,4
7.6,0.52,0.35,2.0,0.0969999999999999,21.0,49.0,0.9962,3.29,0.65,11.5,4
7.1,0.49,0.19,2.4,0.076,25.0,40.0,0.99418,3.39,0.62,11.2,4
6.7,0.53,0.09,1.7,0.166,26.0,45.0,0.99498,3.35,0.86,10.0,2
7.5,0.52,0.25,1.8,0.076,20.0,84.0,0.99593,3.15,0.49,9.8,2
8.2,0.36,0.4,2.3,0.08,17.0,40.0,0.99418,3.3,0.77,12.8,3
6.7,0.7,0.0,2.3,0.076,18.0,28.0,0.99467,3.55,0.54,11.4,2
7.0,0.52,0.24,2.2,0.062,35.0,53.0,0.99604,3.37,0.62,10.6,4
8.9,0.27,0.49,1.4,0.055,5.0,20.0,0.99586,3.31,0.63,10.3,2
7.2,0.28,0.32,2.1,0.08,23.0,57.0,0.99629,3.28,0.56,11.2,3
9.4,0.58,0.28,2.5,0.092,30.0,135.0,0.9984,3.38,0.6,9.6,3
8.4,0.54,0.37,2.4,0.076,25.0,85.0,0.99746,3.23,0.72,10.8,3
8.9,0.4,0.24,2.3,0.092,22.0,49.0,0.99682,3.21,0.51,9.5,2
7.7,0.49,0.3,3.6,0.061,3.0,13.0,0.9972,3.34,0.59,9.5,2
8.2,0.32,0.41,2.1,0.062,18.0,34.0,0.99506,3.33,0.77,10.3,4
9.3,0.885,0.48,2.1,0.1,5.0,18.0,0.9982,3.26,0.54,9.8,3
8.2,0.31,0.36,2.4,0.079,6.0,12.0,0.99444,3.27,0.62,12.6,3
7.9,0.56,0.35,2.1,0.079,21.0,64.0,0.99728,3.27,0.62,9.1,2
7.5,0.48,0.33,1.7,0.077,25.0,50.0,0.99535,3.31,1.12,10.0,4
7.2,0.88,0.03,2.2,0.066,18.0,38.0,0.996,3.53,0.58,10.7,3
7.5,0.26,0.4,1.7,0.049,8.0,16.0,0.99648,3.3,0.54,10.3,2
6.1,0.66,0.0,1.8,0.166,5.0,16.0,0.99558,3.56,0.56,9.2,2
8.6,0.5,0.4,1.4,0.0579999999999999,5.0,10.0,0.99346,3.18,0.69,11.5,3
12.7,0.5,0.49,3.3,0.08,6.0,18.0,1.0002,3.19,0.48,9.5,2
8.8,0.35,0.5,1.7,0.074,5.0,14.0,0.99467,3.35,0.67,12.0,3
6.3,0.64,0.0,2.4,0.068,19.0,64.0,0.99574,3.42,0.67,11.7,2
7.6,0.43,0.31,1.9,0.076,31.0,54.0,0.99728,3.31,0.68,10.0,3
7.1,0.775,0.22,2.0,0.077,32.0,48.0,0.9948,3.29,0.54,11.0,4
9.6,0.59,0.31,2.2,0.077,21.0,92.0,0.9988,3.12,0.48,9.4,2
7.8,0.51,0.04,1.7,0.066,27.0,53.0,0.99568,3.26,0.68,9.8,2
12.8,0.5,0.49,2.7,0.0819999999999999,6.0,19.0,1.0002,3.19,0.5,9.2,4
7.1,0.76,0.0,1.4,0.084,29.0,55.0,0.9982,3.45,1.1,9.4,2
9.1,0.56,0.16,2.0,0.079,15.0,49.0,0.9996,3.24,0.91,10.5,3
8.1,0.785,0.0,2.05,0.064,26.0,35.0,0.99576,3.38,0.58,11.2,4
9.0,0.36,0.49,3.2,0.0819999999999999,8.0,18.0,0.99652,3.46,0.87,9.5,4
6.2,0.48,0.2,1.7,0.11,11.0,44.0,0.9957,3.61,0.67,9.2,2
7.1,0.36,0.3,1.8,0.0819999999999999,12.0,19.0,0.99464,3.39,0.48,10.0,3
9.3,0.42,0.39,2.5,0.07,36.0,46.0,0.99652,3.47,0.73,10.1,2
11.5,0.35,0.53,2.6,0.071,5.0,15.0,0.9982,3.1,0.65,10.4,5
8.7,0.24,0.31,2.1,0.08,25.0,46.0,0.99692,3.25,0.87,10.2,2
7.3,0.64,0.19,2.0,0.086,19.0,58.0,0.9974,3.59,0.62,9.8,2
13.0,0.35,0.53,4.5,0.1009999999999999,8.0,17.0,1.0018,3.2,0.77,12.0,3
12.8,0.41,0.66,3.6,0.106,6.0,21.0,0.9996,3.2,0.67,11.2,4
7.3,0.59,0.3,2.2,0.072,31.0,68.0,0.99786,3.47,0.72,9.4,2
7.9,0.76,0.24,2.2,0.226,19.0,58.0,0.99688,3.22,0.46,9.2,0
7.9,0.6,0.26,1.7,0.074,32.0,141.0,0.99622,3.21,0.51,9.9,2
7.7,0.635,0.1,2.0,0.08,25.0,67.0,0.99557,3.37,0.69,9.4,2
